INSEE,Codepos,Commune,Departement
57554,57420,POURNOY LA GRASSE,MOSELLE
57555,57590,PREVOCOURT,MOSELLE
57556,57510,PUTTELANGE AUX LACS,MOSELLE
57557,57570,PUTTELANGE LES THIONVILLE,MOSELLE
57558,57170,PUTTIGNY,MOSELLE
57559,57590,PUZIEUX,MOSELLE
57560,57340,RACRANGE,MOSELLE
57561,57410,RAHLING,MOSELLE
57562,57700,RANGUEVAUX,MOSELLE
57563,57530,RAVILLE,MOSELLE
57564,57810,RECHICOURT LE CHATEAU,MOSELLE
57565,57390,REDANGE,MOSELLE
57566,57444,REDING,MOSELLE
57567,57320,REMELFANG,MOSELLE
57568,57200,REMELFING,MOSELLE
57569,57480,REMELING,MOSELLE
57570,57550,REMERING,MOSELLE
57571,57510,REMERING LES PUTTELANGE,MOSELLE
57572,57580,REMILLY,MOSELLE
57573,57670,RENING,MOSELLE
57574,57570,BASSE RENTGEN,MOSELLE
57575,57117,RETONFEY,MOSELLE
57576,57480,RETTEL,MOSELLE
57577,57230,REYERSVILLER,MOSELLE
57578,57130,REZONVILLE,MOSELLE
57579,57810,RHODES,MOSELLE
57580,57340,RICHE,MOSELLE
57581,57510,RICHELING,MOSELLE
57582,57270,RICHEMONT,MOSELLE
57583,57830,RICHEVAL,MOSELLE
57584,57136,RIMLING,MOSELLE
57585,57480,RITZING,MOSELLE
57586,57840,ROCHONVILLERS,MOSELLE
57587,57340,RODALBE,MOSELLE
57588,57570,RODEMACK,MOSELLE
57589,57410,ROHRBACH LES BITCHE,MOSELLE
57590,57720,ROLBING,MOSELLE
57591,57120,ROMBAS,MOSELLE
57592,57930,ROMELFING,MOSELLE
57593,57860,RONCOURT,MOSELLE
57594,57230,ROPPEVILLER,MOSELLE
57595,57260,RORBACH LES DIEUZE,MOSELLE
57596,57800,ROSBRUCK,MOSELLE
57597,57780,ROSSELANGE,MOSELLE
57598,57520,ROUHLING,MOSELLE
57599,57220,ROUPELDANGE,MOSELLE
57600,57330,ROUSSY LE VILLAGE,MOSELLE
57601,57160,ROZERIEULLES,MOSELLE
57602,57310,RURANGE LES THIONVILLE,MOSELLE
57603,57390,RUSSANGE,MOSELLE
57604,57480,RUSTROFF,MOSELLE
57605,57420,SAILLY ACHATEL,MOSELLE
57606,57500,ST AVOLD,MOSELLE
57607,57640,STE BARBE,MOSELLE
57608,57220,ST BERNARD,MOSELLE
57609,57580,ST EPVRE,MOSELLE
57610,57320,ST FRANCOIS LA CROIX,MOSELLE
57611,57830,ST GEORGES,MOSELLE
57612,57640,ST HUBERT,MOSELLE
57613,57930,ST JEAN DE BASSEL,MOSELLE
57614,57370,ST JEAN KOURTZERODE,MOSELLE
57615,57510,ST JEAN ROHRBACH,MOSELLE
57616,57070,ST JULIEN LES METZ,MOSELLE
57617,57420,ST JURE,MOSELLE
57618,57820,ST LOUIS,MOSELLE
57619,57620,ST LOUIS LES BITCHE,MOSELLE
57620,57118,STE MARIE AUX CHENES,MOSELLE
57621,57260,ST MEDARD,MOSELLE
57622,57124,ST PRIVAT LA MONTAGNE,MOSELLE
57623,57560,ST QUIRIN,MOSELLE
57624,57130,STE RUFFINE,MOSELLE
57625,57170,SALONNES,MOSELLE
57626,57640,SANRY LES VIGY,MOSELLE
57627,57530,SANRY SUR NIED,MOSELLE
57628,57430,SARRALBE,MOSELLE
57629,57400,SARRALTROFF,MOSELLE
57630,57400,SARREBOURG,MOSELLE
57631,57200,SARREGUEMINES,MOSELLE
57633,57115,SARREINSMING,MOSELLE
57634,57140,SAULNY,MOSELLE
57635,57370,SCHALBACH,MOSELLE
57636,57410,SCHMITTVILLER,MOSELLE
57637,57400,SCHNECKENBUSCH,MOSELLE
57638,57350,SCHOENECK,MOSELLE
57639,57230,SCHORBACH,MOSELLE
57640,57320,SCHWERDORFF,MOSELLE
57641,57720,SCHWEYEN,MOSELLE
57642,57160,SCY CHAZELLES,MOSELLE
57643,57420,SECOURT,MOSELLE
57644,57450,SEINGBOUSE,MOSELLE
57645,57210,SEMECOURT,MOSELLE
57647,57290,SEREMANGE ERZANGE,MOSELLE
57648,57530,SERVIGNY LES RAVILLE,MOSELLE
57649,57640,SERVIGNY LES STE BARBE,MOSELLE
57650,57480,SIERCK LES BAINS,MOSELLE
57651,57410,SIERSTHAL,MOSELLE
57652,57420,SILLEGNY,MOSELLE
57653,57420,SILLY EN SAULNOIS,MOSELLE
57654,57530,SILLY SUR NIED,MOSELLE
57655,57420,SOLGNE,MOSELLE
57656,57580,SORBEY,MOSELLE
57657,57170,SOTZELING,MOSELLE
57658,57960,SOUCHT,MOSELLE
57659,57350,SPICHEREN,MOSELLE
57660,57350,STIRING WENDEL,MOSELLE
57661,57230,STURZELBRONN,MOSELLE
57662,57340,SUISSE,MOSELLE
57663,57525,TALANGE,MOSELLE
57664,57260,TARQUIMPOL,MOSELLE
57665,57980,TENTELING,MOSELLE
57666,57180,TERVILLE,MOSELLE
57667,57220,TETERCHEN,MOSELLE
57668,57114,TETING SUR NIED,MOSELLE
57669,57450,THEDING,MOSELLE
57670,57380,THICOURT,MOSELLE
57671,57580,THIMONVILLE,MOSELLE
57672,57100,THIONVILLE,MOSELLE
57673,57380,THONVILLE,MOSELLE
57674,57590,TINCRY,MOSELLE
57675,57670,TORCHEVILLE,MOSELLE
57676,57580,TRAGNY,MOSELLE
57677,57300,TREMERY,MOSELLE
57678,57710,TRESSANGE,MOSELLE
57679,57114,TRITTELING,MOSELLE
57680,57870,TROISFONTAINES,MOSELLE
57681,57320,TROMBORN,MOSELLE
57682,57560,TURQUESTEIN BLANSCRUPT,MOSELLE
57683,57270,UCKANGE,MOSELLE
57684,57660,VAHL EBERSING,MOSELLE
57685,57670,VAHL LES BENESTROFF,MOSELLE
57686,57380,VAHL LES FAULQUEMONT,MOSELLE
57687,57340,VALLERANGE,MOSELLE
57689,57110,VALMESTROFF,MOSELLE
57690,57730,VALMONT,MOSELLE
57691,57220,VALMUNSTER,MOSELLE
57692,57340,VANNECOURT,MOSELLE
57693,57070,VANTOUX,MOSELLE
57694,57070,VANY,MOSELLE
57695,57220,VARIZE,MOSELLE
57696,57880,VARSBERG,MOSELLE
57697,57560,VASPERVILLER,MOSELLE
57698,57580,VATIMONT,MOSELLE
57699,57220,VAUDONCOURT,MOSELLE
57700,57320,VAUDRECHING,MOSELLE
57701,57130,VAUX,MOSELLE
57702,57170,VAXY,MOSELLE
57703,57370,VECKERSVILLER,MOSELLE
57704,57920,VECKRING,MOSELLE
57705,57220,VELVING,MOSELLE
57706,57260,VERGAVILLE,MOSELLE
57707,57130,VERNEVILLE,MOSELLE
57708,57420,VERNY,MOSELLE
57709,57370,VESCHEIM,MOSELLE
57711,57670,VIBERSVILLER,MOSELLE
57712,57630,VIC SUR SEILLE,MOSELLE
57713,57119,VIEUX LIXHEIM,MOSELLE
57714,57690,HAUTE VIGNEULLES,MOSELLE
57715,57420,VIGNY,MOSELLE
57716,57640,VIGY,MOSELLE
57717,57340,VILLER,MOSELLE
57718,57530,VILLERS STONCOURT,MOSELLE
57719,57340,VILLERS SUR NIED,MOSELLE
57720,57550,VILLING,MOSELLE
57721,57370,VILSBERG,MOSELLE
57722,57130,VIONVILLE,MOSELLE
57723,57340,VIRMING,MOSELLE
57724,57120,VITRY SUR ORNE,MOSELLE
57725,57670,VITTERSBOURG,MOSELLE
57726,57580,VITTONCOURT,MOSELLE
57727,57590,VIVIERS,MOSELLE
57728,57580,VOIMHAUT,MOSELLE
57730,57220,VOLMERANGE LES BOULAY,MOSELLE
57731,57330,VOLMERANGE LES MINES,MOSELLE
57732,57720,VOLMUNSTER,MOSELLE
57733,57940,VOLSTROFF,MOSELLE
57734,57560,VOYER,MOSELLE
57735,57640,VREMY,MOSELLE
57736,57640,VRY,MOSELLE
57737,57420,VULMONT,MOSELLE
57738,57720,WALDHOUSE,MOSELLE
57739,57320,WALDWEISTROFF,MOSELLE
57740,57480,WALDWISSE,MOSELLE
57741,57720,WALSCHBRONN,MOSELLE
57742,57870,WALSCHEID,MOSELLE
57743,57370,WALTEMBOURG,MOSELLE
57745,57200,WIESVILLER,MOSELLE
57746,57430,WILLERWALD,MOSELLE
57747,57119,WINTERSBOURG,MOSELLE
57748,57137,WITTRING,MOSELLE
57749,57320,VOELFLING LES BOUZONVILLE,MOSELLE
57750,57200,WOELFLING LES SARREGUEMIN,MOSELLE
57751,57140,WOIPPY,MOSELLE
57752,57145,WOUSTVILLER,MOSELLE
57753,57170,WUISSE,MOSELLE
57754,57630,XANREY,MOSELLE
57755,57590,XOCOURT,MOSELLE
57756,57830,XOUAXANGE,MOSELLE
57757,57110,YUTZ,MOSELLE
57759,57340,ZARBELING,MOSELLE
57760,57115,ZETTING,MOSELLE
57761,57370,ZILLING,MOSELLE
57762,57690,ZIMMING,MOSELLE
57763,57260,ZOMMANGE,MOSELLE
57764,57330,ZOUFFTGEN,MOSELLE
57765,57890,DIESEN,MOSELLE
57766,57700,ST NICOLAS EN FORET,MOSELLE
57767,57110,STUCKANGE,MOSELLE
57900,57620,SARREINSBERG,MOSELLE
57901,57930,BISPING,MOSELLE
57902,57730,PETIT EBERSVILLER,MOSELLE
57903,57350,LA BREME,MOSELLE
57904,57870,VALLERYSTHAL,MOSELLE
57905,57800,BELLE ROCHE,MOSELLE
57906,57850,SCHAEFERHOF,MOSELLE
57907,57290,OURY,MOSELLE
57908,57290,REMELANGE,MOSELLE
57909,57190,EBANGE,MOSELLE
57910,57600,KREUTZBERG,MOSELLE
57911,57600,MARIENAU,MOSELLE
57912,57160,MOULINS ST PIERRE,MOSELLE
57913,57250,FROIDCUL,MOSELLE
57914,57350,HABSTERDICK,MOSELLE
57915,57350,VERRERIE SOPHIE,MOSELLE
57916,57710,BURE,MOSELLE
58001,58110,ACHUN,NIEVRE
58002,58200,ALLIGNY COSNE,NIEVRE
58003,58230,ALLIGNY EN MORVAN,NIEVRE
58004,58110,ALLUY,NIEVRE
58005,58190,AMAZY,NIEVRE
58006,58270,ANLEZY,NIEVRE
58007,58450,ANNAY,NIEVRE
58008,58800,ANTHIEN,NIEVRE
58009,58350,ARBOURSE,NIEVRE
58010,58430,ARLEUF,NIEVRE
58011,58500,ARMES,NIEVRE
58012,58310,ARQUIAN,NIEVRE
58013,58700,ARTHEL,NIEVRE
58014,58700,ARZEMBOUY,NIEVRE
58015,58420,ASNAN,NIEVRE
58016,58190,ASNOIS,NIEVRE
58017,58110,AUNAY EN BAZOIS,NIEVRE
58018,58700,AUTHIOU,NIEVRE
58019,58170,AVREE,NIEVRE
58020,58300,AVRIL SUR LOIRE,NIEVRE
58021,58240,AZY LE VIF,NIEVRE
58022,58130,BALLERAY,NIEVRE
58023,58190,BAZOCHES,NIEVRE
58024,58110,BAZOLLES,NIEVRE
58025,58160,BEARD,NIEVRE
58026,58420,BEAULIEU,NIEVRE
58027,58700,BEAUMONT LA FERRIERE,NIEVRE
58028,58270,BEAUMONT SARDOLLES,NIEVRE
58029,58210,BEUVRON,NIEVRE
58030,58110,BICHES,NIEVRE
58031,58270,BILLY CHEVANNES,NIEVRE
58032,58500,BILLY SUR OISY,NIEVRE
58033,58310,BITRY,NIEVRE
58034,58120,BLISMES,NIEVRE
58035,58330,BONA,NIEVRE
58036,58310,BOUHY,NIEVRE
58037,58140,BRASSY,NIEVRE
58038,58460,BREUGNON,NIEVRE
58039,58530,BREVES,NIEVRE
58040,58110,BRINAY,NIEVRE
58041,58420,BRINON SUR BEUVRON,NIEVRE
58042,58400,BULCY,NIEVRE
58043,58420,BUSSY LA PESLE,NIEVRE
58044,58440,LA CELLE SUR LOIRE,NIEVRE
58045,58700,LA CELLE SUR NIEVRE,NIEVRE
58046,58340,CERCY LA TOUR,NIEVRE
58047,58800,CERVON,NIEVRE
58048,58220,CESSY LES BOIS,NIEVRE
58049,58140,CHALAUX,NIEVRE
58050,58420,CHALLEMENT,NIEVRE
58051,58000,CHALLUY,NIEVRE
58052,58420,CHAMPALLEMENT,NIEVRE
58053,58210,CHAMPLEMY,NIEVRE
58054,58700,CHAMPLIN,NIEVRE
58055,58300,CHAMPVERT,NIEVRE
58056,58400,CHAMPVOUX,NIEVRE
58057,58240,CHANTENAY ST IMBERT,NIEVRE
58058,58210,LA CHAPELLE ST ANDRE,NIEVRE
58059,58400,LA CHARITE SUR LOIRE,NIEVRE
58060,58300,CHARRIN,NIEVRE
58061,58350,CHASNAY,NIEVRE
58062,58120,CHATEAU CHINON VILLE,NIEVRE
58063,58120,CHATEAU CHINON CAMPAGNE,NIEVRE
58064,58350,CHATEAUNEUF VAL DE BARGIS,NIEVRE
58065,58110,CHATILLON EN BAZOIS,NIEVRE
58066,58120,CHATIN,NIEVRE
58067,58400,CHAULGNES,NIEVRE
58068,58120,CHAUMARD,NIEVRE
58069,58800,CHAUMOT,NIEVRE
58070,58700,CHAZEUIL,NIEVRE
58071,58420,CHEVANNES CHANGY,NIEVRE
58072,58160,CHEVENON,NIEVRE
58073,58500,CHEVROCHES,NIEVRE
58074,58170,CHIDDES,NIEVRE
58075,58800,CHITRY LES MINES,NIEVRE
58076,58110,CHOUGNY,NIEVRE
58077,58220,CIEZ,NIEVRE
58078,58270,CIZELY,NIEVRE
58079,58500,CLAMECY,NIEVRE
58080,58800,LA COLLANCELLE,NIEVRE
58081,58350,COLMERY,NIEVRE
58082,58120,CORANCY,NIEVRE
58083,58800,CORBIGNY,NIEVRE
58084,58210,CORVOL D EMBERNARD,NIEVRE
58085,58460,CORVOL L ORGUEILLEUX,NIEVRE
58086,58200,COSNE COURS SUR LOIRE,NIEVRE
58087,58300,COSSAYE,NIEVRE
58088,58660,COULANGES LES NEVERS,NIEVRE
58089,58220,COULOUTRE,NIEVRE
58090,58210,COURCELLES,NIEVRE
58091,58200,COURS,NIEVRE
58092,58330,CRUX LA VILLE,NIEVRE
58093,58210,CUNCY LES VARZY,NIEVRE
58094,58310,DAMPIERRE SOUS BOUHY,NIEVRE
58095,58300,DECIZE,NIEVRE
58096,58300,DEVAY,NIEVRE
58097,58340,DIENNES AUBIGNY,NIEVRE
58098,58190,DIROL,NIEVRE
58099,58120,DOMMARTIN,NIEVRE
58100,58420,DOMPIERRE SUR HERY,NIEVRE
58101,58350,DOMPIERRE SUR NIEVRE,NIEVRE
58102,58220,DONZY,NIEVRE
58103,58530,DORNECY,NIEVRE
58104,58390,DORNES,NIEVRE
58105,58160,DRUY PARIGNY,NIEVRE
58106,58230,DUN LES PLACES,NIEVRE
58107,58110,DUN SUR GRANDRY,NIEVRE
58108,58140,EMPURY,NIEVRE
58109,58410,ENTRAINS SUR NOHAIN,NIEVRE
58110,58800,EPIRY,NIEVRE
58111,58430,FACHIN,NIEVRE
58112,58160,LA FERMETE,NIEVRE
58113,58270,FERTREVE,NIEVRE
58114,58170,FLETY,NIEVRE
58115,58240,FLEURY SUR LOIRE,NIEVRE
58116,58190,FLEZ CUZY,NIEVRE
58117,58600,FOURCHAMBAULT,NIEVRE
58118,58250,FOURS,NIEVRE
58119,58270,FRASNAY REUGNY,NIEVRE
58120,58140,GACOGNE,NIEVRE
58121,58600,GARCHIZY,NIEVRE
58122,58150,GARCHY,NIEVRE
58123,58800,GERMENAY,NIEVRE
58124,58320,GERMIGNY SUR LOIRE,NIEVRE
58125,58230,GIEN SUR CURE,NIEVRE
58126,58470,GIMOUILLE,NIEVRE
58127,58700,GIRY,NIEVRE
58128,58370,GLUX EN GLENNE,NIEVRE
58129,58230,GOULOUX,NIEVRE
58130,58420,GRENOIS,NIEVRE
58131,58130,GUERIGNY,NIEVRE
58132,58420,GUIPY,NIEVRE
58133,58800,HERY,NIEVRE
58134,58160,IMPHY,NIEVRE
58135,58290,ISENAY,NIEVRE
58136,58330,JAILLY,NIEVRE
58137,58300,LAMENAY SUR LOIRE,NIEVRE
58138,58240,LANGERON,NIEVRE
58139,58250,LANTY,NIEVRE
58140,58370,LAROCHEMILLAY,NIEVRE
58141,58230,LAVAULT DE FRETOY,NIEVRE
58142,58290,LIMANTON,NIEVRE
58143,58270,LIMON,NIEVRE
58144,58240,LIVRY,NIEVRE
58145,58140,LORMES,NIEVRE
58146,58380,LUCENAY LES AIX,NIEVRE
58147,58700,LURCY LE BOURG,NIEVRE
58148,58240,LUTHENAY UXELOUP,NIEVRE
58149,58170,LUZY,NIEVRE
58150,58190,LYS,NIEVRE
58151,58260,LA MACHINE,NIEVRE
58152,58470,MAGNY COURS,NIEVRE
58153,58800,MAGNY LORMES,NIEVRE
58154,58190,LA MAISON DIEU,NIEVRE
58155,58400,LA MARCHE,NIEVRE
58156,58210,MARCY,NIEVRE
58157,58140,MARIGNY L EGLISE,NIEVRE
58158,58240,MARS SUR ALLIER,NIEVRE
58159,58800,MARIGNY SUR YONNE,NIEVRE
58160,58180,MARZY,NIEVRE
58161,58290,MAUX,NIEVRE
58162,58410,MENESTREAU,NIEVRE
58163,58210,MENOU,NIEVRE
58164,58400,MESVES SUR LOIRE,NIEVRE
58165,58190,METZ LE COMTE,NIEVRE
58166,58140,MHERE,NIEVRE
58167,58420,MICHAUGUES,NIEVRE
58168,58170,MILLAY,NIEVRE
58169,58190,MOISSY MOULINOT,NIEVRE
58170,58190,MONCEAUX LE COMTE,NIEVRE
58171,58110,MONTAPAS,NIEVRE
58172,58250,MONTAMBERT,NIEVRE
58173,58250,MONTARON,NIEVRE
58174,58700,MONTENOISON,NIEVRE
58175,58110,MONT ET MARRE,NIEVRE
58176,58130,MONTIGNY AUX AMOGNES,NIEVRE
58177,58120,MONTIGNY EN MORVAN,NIEVRE
58178,58340,MONTIGNY SUR CANNE,NIEVRE
58179,58800,MONTREUILLON,NIEVRE
58180,58230,MONTSAUCHE LES SETTONS,NIEVRE
58181,58420,MORACHES,NIEVRE
58182,58290,MOULINS ENGILBERT,NIEVRE
58183,58800,MOURON SUR YONNE,NIEVRE
58184,58700,MOUSSY,NIEVRE
58185,58230,MOUX EN MORVAN,NIEVRE
58186,58700,MURLIN,NIEVRE
58187,58440,MYENNES,NIEVRE
58188,58350,NANNAY,NIEVRE
58189,58400,NARCY,NIEVRE
58190,58190,NEUFFONTAINES,NIEVRE
58191,58420,NEUILLY,NIEVRE
58192,58300,NEUVILLE LES DECIZE,NIEVRE
58193,58450,NEUVY SUR LOIRE,NIEVRE
58194,58000,NEVERS,NIEVRE
58195,58250,LA NOCLE MAULAIX,NIEVRE
58196,58700,NOLAY,NIEVRE
58197,58190,NUARS,NIEVRE
58198,58500,OISY,NIEVRE
58199,58370,ONLAY,NIEVRE
58200,58500,OUAGNE,NIEVRE
58201,58210,OUDAN,NIEVRE
58202,58110,OUGNY,NIEVRE
58203,58700,OULON,NIEVRE
58204,58130,OUROUER,NIEVRE
58205,58230,OUROUX EN MORVAN,NIEVRE
58206,58210,PARIGNY LA ROSE,NIEVRE
58207,58320,PARIGNY LES VAUX,NIEVRE
58208,58800,PAZY,NIEVRE
58209,58220,PERROY,NIEVRE
58210,58230,PLANCHEZ,NIEVRE
58211,58170,POIL,NIEVRE
58212,58130,POISEUX,NIEVRE
58213,58200,POUGNY,NIEVRE
58214,58320,POUGUES LES EAUX,NIEVRE
58215,58150,POUILLY SUR LOIRE,NIEVRE
58216,58140,POUQUES LORMES,NIEVRE
58217,58500,POUSSEAUX,NIEVRE
58218,58700,PREMERY,NIEVRE
58219,58360,PREPORCHE,NIEVRE
58220,58400,RAVEAU,NIEVRE
58221,58250,REMILLY,NIEVRE
58222,58500,RIX,NIEVRE
58223,58110,ROUY,NIEVRE
58224,58190,RUAGES,NIEVRE
58225,58470,SAINCAIZE MEAUCE,NIEVRE
58226,58230,ST AGNAN,NIEVRE
58227,58310,ST AMAND EN PUISAYE,NIEVRE
58228,58150,ST ANDELAIN,NIEVRE
58229,58140,ST ANDRE EN MORVAN,NIEVRE
58230,58190,ST AUBIN DES CHAUMES,NIEVRE
58231,58130,ST AUBIN LES FORGES,NIEVRE
58232,58270,ST BENIN D AZY,NIEVRE
58233,58330,ST BENIN DES BOIS,NIEVRE
58234,58700,ST BONNOT,NIEVRE
58235,58230,ST BRISSON,NIEVRE
58236,58220,STE COLOMBE DES BOIS,NIEVRE
58237,58190,ST DIDIER,NIEVRE
58238,58000,ST ELOI,NIEVRE
58239,58270,ST FIRMIN,NIEVRE
58240,58330,ST FRANCHY,NIEVRE
58241,58300,ST GERMAIN CHASSENAY,NIEVRE
58242,58210,ST GERMAIN DES BOIS,NIEVRE
58243,58340,ST GRATIEN SAVIGNY,NIEVRE
58244,58120,ST HILAIRE EN MORVAN,NIEVRE
58245,58300,ST HILAIRE FONTAINE,NIEVRE
58246,58360,ST HONORE LES BAINS,NIEVRE
58247,58270,ST JEAN AUX AMOGNES,NIEVRE
58248,58150,ST LAURENT,NIEVRE
58249,58120,ST LEGER DE FOUGERET,NIEVRE
58250,58300,ST LEGER DES VIGNES,NIEVRE
58251,58200,ST LOUP,NIEVRE
58252,58350,ST MALO EN DONZIOIS,NIEVRE
58253,58330,STE MARIE,NIEVRE
58254,58130,ST MARTIN D HEUILLE,NIEVRE
58255,58140,ST MARTIN DU PUY,NIEVRE
58256,58150,ST MARTIN SUR NOHAIN,NIEVRE
58257,58330,ST MAURICE,NIEVRE
58258,58160,ST OUEN SUR LOIRE,NIEVRE
58259,58300,ST PARIZE EN VIRY,NIEVRE
58260,58490,ST PARIZE LE CHATEL,NIEVRE
58261,58200,ST PERE,NIEVRE
58262,58110,ST PEREUSE,NIEVRE
58263,58210,ST PIERRE DU MONT,NIEVRE
58264,58240,ST PIERRE LE MOUTIER,NIEVRE
58265,58150,ST QUENTIN SUR NOHAIN,NIEVRE
58266,58420,ST REVERIEN,NIEVRE
58267,58330,ST SAULGE,NIEVRE
58268,58250,ST SEINE,NIEVRE
58269,58270,ST SULPICE,NIEVRE
58270,58310,ST VERAIN,NIEVRE
58271,58190,SAIZY,NIEVRE
58272,58800,SARDY LES EPIRY,NIEVRE
58273,58160,SAUVIGNY LES BOIS,NIEVRE
58274,58170,SAVIGNY POIL FOL,NIEVRE
58275,58330,SAXI BOURDON,NIEVRE
58276,58360,SEMELAY,NIEVRE
58277,58290,SERMAGES,NIEVRE
58278,58000,SERMOISE SUR LOIRE,NIEVRE
58279,58700,SICHAMPS,NIEVRE
58280,58300,SOUGY SUR LOIRE,NIEVRE
58281,58150,SUILLY LA TOUR,NIEVRE
58282,58500,SURGY,NIEVRE
58283,58420,TACONNAY,NIEVRE
58284,58190,TALON,NIEVRE
58285,58110,TAMNAY EN BAZOIS,NIEVRE
58286,58190,TANNAY,NIEVRE
58287,58170,TAZILLY,NIEVRE
58288,58190,TEIGNY,NIEVRE
58289,58250,TERNANT,NIEVRE
58290,58250,THAIX,NIEVRE
58291,58260,THIANGES,NIEVRE
58292,58110,TINTURY,NIEVRE
58293,58300,TOURY LURCY,NIEVRE
58294,58240,TOURY SUR JOUR,NIEVRE
58295,58150,TRACY SUR LOIRE,NIEVRE
58296,58240,TRESNAY,NIEVRE
58297,58260,TROIS VEVRES,NIEVRE
58298,58400,TRONSANGES,NIEVRE
58299,58460,TRUCY L ORGUEILLEUX,NIEVRE
58300,58130,URZY,NIEVRE
58301,58290,VANDENESSE,NIEVRE
58302,58400,VARENNES LES NARCY,NIEVRE
58303,58640,VARENNES VAUZELLES,NIEVRE
58304,58210,VARZY,NIEVRE
58305,58140,VAUCLAIX,NIEVRE
58306,58300,VERNEUIL,NIEVRE
58307,58150,VIELMANAY,NIEVRE
58308,58190,VIGNOL,NIEVRE
58309,58370,VILLAPOURCON,NIEVRE
58310,58210,VILLIERS LE SEC,NIEVRE
58311,58270,VILLE LANGY,NIEVRE
58312,58500,VILLIERS SUR YONNE,NIEVRE
58313,58420,VITRY LACHE,NIEVRE
58900,58230,LES SETTONS,NIEVRE
58901,58110,BAYE,NIEVRE
58902,58500,BEAUGY,NIEVRE
58903,58150,BOISGIBAULT,NIEVRE
58904,58180,CORCELLES,NIEVRE
58905,58160,FORGES,NIEVRE
58906,58150,MAIZIERES,NIEVRE
58907,58490,MOIRY,NIEVRE
58908,58500,MOULOT,NIEVRE
58909,58000,PLAGNY,NIEVRE
58910,58240,ST IMBERT,NIEVRE
59001,59265,ABANCOURT,NORD
59002,59215,ABSCON,NORD
59003,59149,AIBES,NORD
59004,59310,AIX,NORD
59005,59251,ALLENNES LES MARAIS,NORD
59006,59144,AMFROIPRET,NORD
59007,59194,ANHIERS,NORD
59008,59580,ANICHE,NORD
59009,59491,VILLENEUVE D ASCQ,NORD
59010,59400,ANNEUX,NORD
59011,59112,ANNOEULLIN,NORD
59012,59186,ANOR,NORD
59013,59152,ANSTAING,NORD
59014,59410,ANZIN,NORD
59015,59151,ARLEUX,NORD
59016,59380,ARMBOUTS CAPPEL,NORD
59017,59280,ARMENTIERES,NORD
59018,59285,ARNEKE,NORD
59019,59269,ARTRES,NORD
59021,59600,ASSEVENT,NORD
59022,59551,ATTICHES,NORD
59023,59265,AUBENCHEUL AU BAC,NORD
59024,59165,AUBERCHICOURT,NORD
59025,59249,AUBERS,NORD
59026,59265,AUBIGNY AU BAC,NORD
59027,59494,AUBRY DU HAINAUT,NORD
59028,59950,AUBY,NORD
59029,59310,AUCHY LES ORCHIES,NORD
59030,59540,AUDENCOURT,NORD
59031,59570,AUDIGNIES,NORD
59032,59300,AULNOY LEZ VALENCIENNES,NORD
59033,59620,AULNOYE AYMERIES,NORD
59034,59710,AVELIN,NORD
59035,59440,AVESNELLES,NORD
59036,59440,AVESNES SUR HELPE,NORD
59037,59129,AVESNES LES AUBERT,NORD
59038,59296,AVESNES LE SEC,NORD
59039,59400,AWOINGT,NORD
59041,59138,BACHANT,NORD
59042,59830,BACHY,NORD
59043,59270,BAILLEUL,NORD
59044,59780,BAISIEUX,NORD
59045,59132,BAIVES,NORD
59046,59470,BAMBECQUE,NORD
59047,59266,BANTEUX,NORD
59048,59554,BANTIGNY,NORD
59049,59266,BANTOUZELLE,NORD
59050,59440,BAS LIEU,NORD
59051,59480,LA BASSEE,NORD
59052,59221,BAUVIN,NORD
59053,59570,BAVAY,NORD
59054,59670,BAVINCHOVE,NORD
59055,59360,BAZUEL,NORD
59056,59134,BEAUCAMPS LIGNY,NORD
59057,59530,BEAUDIGNIES,NORD
59058,59330,BEAUFORT,NORD
59059,59540,BEAUMONT EN CAMBRESIS,NORD
59060,59730,BEAURAIN,NORD
59061,59550,BEAUREPAIRE SUR SAMBRE,NORD
59062,59740,BEAURIEUX,NORD
59063,59157,BEAUVOIS EN CAMBRESIS,NORD
59064,59135,BELLAING,NORD
59065,59570,BELLIGNIES,NORD
59066,59740,BERELLES,NORD
59067,59380,BERGUES,NORD
59068,59145,BERLAIMONT,NORD
59069,59213,BERMERAIN,NORD
59070,59570,BERMERIES,NORD
59071,59235,BERSEE,NORD
59072,59600,BERSILLIES,NORD
59073,59270,BERTHEN,NORD
59074,59980,BERTRY,NORD
59075,59540,BETHENCOURT,NORD
59076,59600,BETTIGNIES,NORD
59077,59570,BETTRECHIES,NORD
59078,59216,BEUGNIES,NORD
59079,59192,BEUVRAGES,NORD
59080,59310,BEUVRY LA FORET,NORD
59081,59217,BEVILLERS,NORD
59082,59380,BIERNE,NORD
59083,59380,BISSEZEELE,NORD
59084,59173,BLARINGHEM,NORD
59085,59554,BLECOURT,NORD
59086,59299,BOESCHEPE,NORD
59087,59189,BOESEGHEM,NORD
59088,59280,BOIS GRENIER,NORD
59089,59470,BOLLEZEELE,NORD
59090,59910,BONDUES,NORD
59091,59190,BORRE,NORD
59092,59111,BOUCHAIN,NORD
59093,59440,BOULOGNE SUR HELPE,NORD
59094,59630,BOURBOURG,NORD
59096,59830,BOURGHELLES,NORD
59097,62147,BOURSIES,PAS DE CALAIS
59098,59166,BOUSBECQUE,NORD
